
//Ranking Board
//morocc2,173,86,4	duplicate(ExchageDig)	แลกของขุด	848

//Al De Baran
//morocc2,155,144,4	duplicate(Neuschwanstein2)	Neuschwanstein#am1	722
//homes1,39,63,4	duplicate(Neuschwanstein2)	Neuschwanstein#a1-6	722
c5,208,108,5	duplicate(waraldeg)	Item War#1	1395
jawaii,207,293,4	duplicate(warpevent)	GvG & PvP Express#15	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

lighthalzen,187,125,5	script	Kafra Express::16	76,{ callfunc "KafraXX","lighthalzen",188,116; close2;	cutin "",255;	end; }
lighthalzen,185,123,6	shop	Shop Express#16	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
lighthalzen,183,121,6	duplicate(wapp)	Warp Express#16	478
lighthalzen,181,119,6	duplicate(exheal)	Heal Express#16	834
lighthalzen,179,117,6	duplicate(warpevent)	GvG & PvP Express#16	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

louyang,213,159,4	script	Kafra Express::17	76,{ callfunc "KafraXX","louyang",217,154; close2;	cutin "",255;	end; }
louyang,215,159,4	shop	Shop Express#17	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
louyang,217,159,4	duplicate(wapp)	Warp Express#17	478
louyang,219,159,4	duplicate(exheal)	Heal Express#17	834
louyang,221,159,4	duplicate(warpevent)	GvG & PvP Express#17	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

xmas,156,209,4	script	Kafra Express::18	76,{ callfunc "KafraXX","xmas",160,204; close2;	cutin "",255;	end; }
xmas,158,209,4	shop	Shop Express#18	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
xmas,160,209,4	duplicate(wapp)	Warp Express#18	478
xmas,162,209,4	duplicate(exheal)	Heal Express#18	834
xmas,164,209,4	duplicate(warpevent)	GvG & PvP Express#18	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

morocc,265,36,4	script	Kafra Express::19	76,{ callfunc "KafraXX","morocc",261,28; close2;	cutin "",255;	end; }
morocc,266,34,4	shop	Shop Express#19	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
morocc,267,32,4	duplicate(wapp)	Warp Express#19	478
morocc,268,30,4	duplicate(exheal)	Heal Express#19	834
morocc,269,28,4	duplicate(warpevent)	GvG & PvP Express#19	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

nameless_i,68,194,4	script	Kafra Express::20	76,{ callfunc "KafraXX","nameless_i",72,189; close2;	cutin "",255;	end; }
nameless_i,70,194,4	shop	Shop Express#20	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
nameless_i,72,194,4	duplicate(wapp)	Warp Express#20	478
nameless_i,74,194,4	duplicate(exheal)	Heal Express#20	834
nameless_i,76,194,4	duplicate(warpevent)	GvG & PvP Express#20	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

payon,152,226,4	script	Kafra Express::21	76,{ callfunc "KafraXX","payon",156,220; close2;	cutin "",255;	end; }
payon,154,226,4	shop	Shop Express#21	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
payon,156,226,4	duplicate(wapp)	Warp Express#21	478
payon,158,226,4	duplicate(exheal)	Heal Express#21	834
payon,160,226,4	duplicate(warpevent)	GvG & PvP Express#21	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

rachel,114,142,5	script	Kafra Express::22	76,{ callfunc "KafraXX","rachel",118,136; close2;	cutin "",255;	end; }
rachel,112,141,6	shop	Shop Express#22	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
rachel,110,140,6	duplicate(wapp)	Warp Express#22	478
rachel,108,139,6	duplicate(exheal)	Heal Express#22	834
rachel,106,138,6	duplicate(warpevent)	GvG & PvP Express#22	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

thor_camp,135,232,4	script	Kafra Express::23	76,{ callfunc "KafraXX","thor_camp",139,226; close2;	cutin "",255;	end; }
thor_camp,137,232,4	shop	Shop Express#23	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
thor_camp,139,232,4	duplicate(wapp)	Warp Express#23	478
thor_camp,141,232,4	duplicate(exheal)	Heal Express#23	834
thor_camp,143,232,4	duplicate(warpevent)	GvG & PvP Express#23	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

veins,193,97,5	script	Kafra Express::24	76,{ callfunc "KafraXX","veins",194,90; close2;	cutin "",255;	end; }
veins,191,96,6	shop	Shop Express#24	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
veins,189,95,6	duplicate(wapp)	Warp Express#24	478
veins,187,94,6	duplicate(exheal)	Heal Express#24	834
veins,185,93,6	duplicate(warpevent)	GvG & PvP Express#24	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

yuno,295,198,4	script	Kafra Express::25	76,{ callfunc "KafraXX","yuno",299,190; close2;	cutin "",255;	end; }
yuno,297,198,4	shop	Shop Express#25	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
yuno,299,198,4	duplicate(wapp)	Warp Express#25	478
yuno,301,198,4	duplicate(exheal)	Heal Express#25	834
yuno,303,198,4	duplicate(warpevent)	GvG & PvP Express#25	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

umbala,81,248,4	script	Kafra Express::26	76,{ callfunc "KafraXX","umbala",74,244; close2;	cutin "",255;	end; }
umbala,83,248,4	shop	Shop Express#26	967,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
umbala,75,251,4	duplicate(wapp)	Warp Express#26	478
umbala,73,251,4	duplicate(exheal)	Heal Express#26	834
umbala,68,242,6	duplicate(warpevent)	GvG & PvP Express#26	483

//---------------------------------------------------------------------------------------------------------------------------------------------------

//god_town,117,112,5	duplicate(aisystem2)	AI System#xx3	472
//god_town,120,115,5	duplicate(aisystem23)	AI Dance#xx3	472
c5,149,146,5	duplicate(humansum)	Human Summon#husum1	753
c5,154,146,4	duplicate(zchanger)	ธาตุอาวุธ#zcha1	939

c5,162,124,5	script	Kafra Express::27	791,{ callfunc "KafraXX","c5",165,113; close2;	cutin "",255;	end; }
c5,160,124,5	shop	Shop Express#27	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,523:3500,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
c5,166,124,4	duplicate(wapp)	Warp Express#27	699
c5,164,124,5	duplicate(exheal)	Heal Express#27	674,7,7
c5,169,124,4	duplicate(warpevent)	GvG & PvP Express#19	630

//god_town,109,31,5	shop	Shop Express#28	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,112,31,5	script	Kafra Express::28	791,{ callfunc "KafraXX","god_town",115,27; close2;	cutin "",255;	end; }
//god_town,115,31,5	duplicate(exheal)	Heal Express#28	674
//god_town,118,31,4	duplicate(warpevent)	GvG & PvP Express#20	671
//god_town,121,31,4	duplicate(wapp)	Warp Express#28	699

//god_town,33,45,5	shop	Shop Express#29	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,36,45,5	script	Kafra Express::29	791,{ callfunc "KafraXX","god_town",39,40; close2;	cutin "",255;	end; }
//god_town,39,45,5	duplicate(exheal)	Heal Express#29	674
//god_town,42,45,4	duplicate(warpevent)	GvG & PvP Express#21	671
//god_town,45,45,4	duplicate(wapp)	Warp Express#29	699

//god_town,199,42,5	shop	Shop Express#30	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,202,42,5	script	Kafra Express::30	791,{ callfunc "KafraXX","god_town",205,38; close2;	cutin "",255;	end; }
//god_town,205,42,5	duplicate(exheal)	Heal Express#30	674
//god_town,208,42,4	duplicate(warpevent)	GvG & PvP Express#22	671
//god_town,211,42,4	duplicate(wapp)	Warp Express#30	699

//god_town,180,97,5	shop	Shop Express#31	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,183,97,5	script	Kafra Express::31	791,{ callfunc "KafraXX","god_town",186,93; close2;	cutin "",255;	end; }
//god_town,186,97,5	duplicate(exheal)	Heal Express#31	674
//god_town,189,97,4	duplicate(warpevent)	GvG & PvP Express#23	671
//god_town,192,97,4	duplicate(wapp)	Warp Express#31	699

//god_town,202,198,5	shop	Shop Express#32	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,205,198,5	script	Kafra Express::32	791,{ callfunc "KafraXX","god_town",207,194; close2;	cutin "",255;	end; }
//god_town,208,198,5	duplicate(exheal)	Heal Express#32	674
//god_town,211,198,4	duplicate(warpevent)	GvG & PvP Express#24	671
//god_town,214,198,4	duplicate(wapp)	Warp Express#32	699

//god_town,110,184,5	shop	Shop Express#33	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,113,184,5	script	Kafra Express::33	791,{ callfunc "KafraXX","god_town",116,180; close2;	cutin "",255;	end; }
//god_town,116,184,5	duplicate(exheal)	Heal Express#33	674
//god_town,119,184,4	duplicate(warpevent)	GvG & PvP Express#25	671
//god_town,122,184,4	duplicate(wapp)	Warp Express#33	699

//god_town,34,197,5	shop	Shop Express#34	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,37,197,5	script	Kafra Express::34	791,{ callfunc "KafraXX","god_town",40,198; close2;	cutin "",255;	end; }
//god_town,40,197,5	duplicate(exheal)	Heal Express#34	674
//god_town,43,197,4	duplicate(warpevent)	GvG & PvP Express#26	671
//god_town,46,197,4	duplicate(wapp)	Warp Express#34	699

//god_town,22,134,5	shop	Shop Express#35	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,25,134,5	script	Kafra Express::35	791,{ callfunc "KafraXX","god_town",28,130; close2;	cutin "",255;	end; }
//god_town,28,134,5	duplicate(exheal)	Heal Express#35	674
//god_town,31,134,4	duplicate(warpevent)	GvG & PvP Express#27	671
//god_town,34,134,4	duplicate(wapp)	Warp Express#35	699

//god_town,91,160,5	shop	Shop Express#36	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
//god_town,91,156,5	script	Kafra Express::36	791,{ callfunc "KafraXX","god_town",98,156; close2;	cutin "",255;	end; }
//god_town,91,152,5	duplicate(exheal)	Heal Express#36	674

hu_fild02,137,260,5	shop	Shop Express#37	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
hu_fild02,139,260,5	script	Kafra Express::37	791,{ callfunc "KafraXX","hu_fild02",142,256; close2;	cutin "",255;	end; }
hu_fild02,141,260,5	duplicate(exheal)	Heal Express#37	674
hu_fild02,143,260,4	duplicate(warpevent)	GvG & PvP Express#28	671
hu_fild02,145,260,4	duplicate(wapp)	Warp Express#37	699

guild_vs11,91,52,4	shop	Shop Express#38	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
guild_vs11,91,47,4	duplicate(exheal)	Heal Express#38	674

guild_vs11,8,52,5	shop	Shop Express#39	795,607:50000,678:15000,7135:5000,7136:5000,7139:10000,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
guild_vs11,8,47,5	duplicate(exheal)	Heal Express#39	674

//---------------------------------------------------------------------------------------------------------------------------------------------------

c5,145,84,5	duplicate(petevo)	Pet Evolution#pevo01	642

//---------------------------------------------------------------------------------------------------------------------------------------------------

duel_core,52,23,5	duplicate(exheal)	Heal Express#new_2-1	465
duel_core,50,39,0,0	monster	naruto	2641,70,0,0,0
duel_core,0,0,0,0	monster	sakura	2642,70,0,0,0


duel_core,50,43,4	script	WarpTomor	45,1,1,{
OnTouch:
	mes "[^0000FFWelcome^000000]";
	mes "ขอต้อนรับท่าน ^FF0000[ "+ strcharinfo(0) +" ]^000000";
	next;
	if( select( "^FF0000->^000000 เข้าสู่เมืองหลัก:^FF0000->^000000 ขออยู่ต่ออีกหน่อย" ) == 1 ){
		mes "[^0000FFWelcome^000000]";
		sleep2 1000;
		mes "ขอให้มีความสุขในการเล่นนะจ๊ะ";
		sleep2 1000;
		savepoint "c5",186,147;
		warp "c5",186,147;
	}
	close;
}

duel_core,50,46,4	script	Sign#new_2-1	858,{
end;

OnInit:
	waitingroom "๐ เข้าสู่โลกแห่ง JuTi-Ro ๐", 0;
	end;
}

//-----------------------------------------------------------------------------------------------

//----------------------------------------------------------------------------------------------

homeb1,21,57,4	script	Kafra Express::h1	76,{ callfunc "KafraXX","homeb1",25,49; close2;	cutin "",255;	end; }
homeb1,23,57,4	shop	Shop Express#h1	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb1,25,57,4	duplicate(wapp)	Warp Express#h1	478
homeb1,27,57,4	duplicate(exheal1)	Heal Express#h1	834
homeb1,29,57,4	duplicate(warpevent)	GvG & PvP Express#h1	483
homeb1,30,30,4	duplicate(exheal)	Heal Express#h11	834

homeb2,21,57,4	script	Kafra Express::h2	76,{ callfunc "KafraXX","homeb2",25,49; close2;	cutin "",255;	end; }
